MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Group
105.0,0.0,9.0,2.0,1.0,4.0,1
162.0,50.0,100.0,55.0,30.0,27.0,1
574.0,8.0,216.0,21.0,16.0,33.0,2
160.0,80.0,369.0,67.0,39.0,41.0,2
6.0,0.0,5.0,0.0,0.0,1.0,1
614.0,35.0,160.0,58.0,35.0,35.0,2
897.0,161.0,430.0,186.0,161.0,27.0,3
70.0,54.0,109.0,80.0,9.0,45.0,1
120.0,19.0,206.0,25.0,19.0,54.0,1
211.0,2.0,30.0,7.0,7.0,10.0,1
11.0,0.0,16.0,7.0,6.0,21.0,1
760.0,53.0,400.0,17.0,93.0,0.0,2
53.0,0.0,8.0,0.0,0.0,2.0,1
7.0,4.0,13.0,15.0,8.0,17.0,1
391.0,32.0,70.0,21.0,32.0,16.0,1
199.0,9.0,57.0,20.0,21.0,6.0,1
516.0,56.0,449.0,86.0,33.0,16.0,2
709.0,45.0,115.0,30.0,160.0,45.0,3
12.0,0.0,4.0,0.0,0.0,0.0,1
1000.0,19.0,711.0,125.0,115.0,38.0,3
19.0,3.0,18.0,3.0,1.0,0.0,1
1224.0,28.0,140.0,0.0,14.0,168.0,0
16.0,2.0,18.0,3.0,0.0,24.0,1
88.0,39.0,54.0,64.0,28.0,153.0,0
2.0,23.0,11.0,8.0,6.0,46.0,1
508.0,11.0,59.0,23.0,5.0,29.0,1
381.0,28.0,215.0,84.0,28.0,21.0,2
74.0,0.0,42.0,2.0,1.0,6.0,1
146.0,0.0,93.0,7.0,13.0,73.0,1
23.0,17.0,23.0,43.0,20.0,9.0,1
110.0,5.0,137.0,26.0,23.0,29.0,1
165.0,3.0,147.0,4.0,24.0,41.0,1
957.0,47.0,494.0,82.0,47.0,95.0,2
41.0,0.0,17.0,3.0,1.0,16.0,1
1.0,3.0,4.0,2.0,3.0,11.0,1
176.0,29.0,818.0,0.0,33.0,112.0,0
815.0,8.0,53.0,11.0,0.0,70.0,2
6.0,1.0,2.0,2.0,0.0,4.0,1
8.0,4.0,20.0,6.0,3.0,16.0,1
717.0,42.0,864.0,219.0,30.0,84.0,3
1067.0,138.0,750.0,0.0,19.0,39.0,2
166.0,5.0,107.0,11.0,8.0,29.0,1
29.0,4.0,34.0,2.0,4.0,4.0,1
714.0,76.0,395.0,116.0,0.0,12.0,2
8.0,4.0,10.0,2.0,2.0,4.0,1
229.0,5.0,56.0,3.0,2.0,20.0,1
320.0,48.0,133.0,39.0,72.0,48.0,2
23.0,0.0,26.0,7.0,15.0,3.0,1
1.0,5.0,8.0,4.0,8.0,20.0,1
56.0,0.0,12.0,0.0,0.0,18.0,1
508.0,124.0,249.0,50.0,38.0,134.0,0
29.0,0.0,25.0,2.0,2.0,3.0,1
46.0,7.0,59.0,2.0,4.0,27.0,1
454.0,0.0,171.0,8.0,19.0,32.0,1
350.0,3.0,39.0,0.0,0.0,19.0,1
10.0,0.0,8.0,0.0,0.0,9.0,1
735.0,40.0,183.0,52.0,20.0,30.0,2
897.0,126.0,196.0,91.0,112.0,37.0,3
5.0,2.0,3.0,3.0,0.0,5.0,1
777.0,35.0,731.0,39.0,137.0,114.0,3
162.0,6.0,37.0,6.0,13.0,13.0,1
35.0,0.0,11.0,0.0,0.0,2.0,1
342.0,9.0,112.0,19.0,14.0,19.0,1
258.0,105.0,239.0,237.0,172.0,9.0,3
658.0,80.0,483.0,123.0,13.0,13.0,2
356.0,80.0,329.0,138.0,17.0,106.0,3
213.0,5.0,28.0,7.0,7.0,41.0,1
454.0,0.0,171.0,8.0,19.0,32.0,1
457.0,4.0,29.0,0.0,0.0,9.0,1
241.0,45.0,604.0,34.0,26.0,54.0,2
210.0,0.0,6.0,0.0,0.0,2.0,1
441.0,35.0,83.0,7.0,29.0,11.0,1
19.0,13.0,18.0,10.0,7.0,8.0,1
28.0,9.0,37.0,12.0,7.0,13.0,1
476.0,75.0,162.0,29.0,151.0,97.0,3
364.0,40.0,425.0,158.0,60.0,50.0,3
0.0,0.0,2.0,3.0,3.0,8.0,1
0.0,6.0,3.0,7.0,6.0,12.0,1
863.0,83.0,547.0,86.0,99.0,33.0,3
349.0,7.0,35.0,0.0,0.0,47.0,1
5.0,23.0,15.0,0.0,18.0,14.0,1
184.0,2.0,19.0,8.0,8.0,4.0,1
8.0,0.0,8.0,0.0,0.0,2.0,1
277.0,21.0,64.0,62.0,21.0,25.0,1
44.0,5.0,19.0,0.0,4.0,19.0,1
1156.0,120.0,915.0,94.0,144.0,96.0,3
373.0,14.0,83.0,6.0,9.0,19.0,1
134.0,8.0,76.0,6.0,0.0,11.0,1
1148.0,0.0,60.0,0.0,0.0,24.0,2
6.0,12.0,3.0,21.0,6.0,40.0,1
4.0,1.0,11.0,0.0,0.0,1.0,1
5.0,4.0,8.0,2.0,0.0,5.0,1
24.0,2.0,20.0,2.0,2.0,10.0,1
899.0,0.0,101.0,0.0,0.0,20.0,2
108.0,1.0,28.0,13.0,1.0,4.0,1
27.0,2.0,7.0,0.0,2.0,13.0,1
816.0,66.0,549.0,216.0,66.0,99.0,3
1298.0,0.0,70.0,37.0,14.0,42.0,2
10.0,0.0,11.0,17.0,29.0,29.0,1
87.0,13.0,34.0,10.0,6.0,10.0,1
57.0,2.0,51.0,4.0,2.0,23.0,1
635.0,15.0,100.0,20.0,7.0,131.0,0
43.0,12.0,23.0,29.0,15.0,61.0,1
964.0,34.0,137.0,15.0,0.0,11.0,2
572.0,8.0,259.0,34.0,35.0,80.0,2
341.0,142.0,113.0,259.0,151.0,66.0,3
63.0,6.0,57.0,13.0,13.0,22.0,1
221.0,104.0,169.0,102.0,78.0,84.0,3
140.0,3.0,29.0,4.0,5.0,14.0,1
1.0,2.0,8.0,4.0,3.0,13.0,1
291.0,10.0,689.0,84.0,10.0,0.0,2
544.0,13.0,85.0,8.0,6.0,29.0,1
684.0,100.0,801.0,21.0,66.0,0.0,2
1.0,12.0,9.0,0.0,14.0,7.0,1
35.0,0.0,4.0,0.0,0.0,10.0,1
87.0,3.0,25.0,3.0,2.0,13.0,1
309.0,3.0,24.0,4.0,3.0,20.0,1
172.0,73.0,93.0,95.0,78.0,34.0,3
625.0,38.0,242.0,50.0,34.0,76.0,2
972.0,59.0,913.0,25.0,19.0,59.0,2
157.0,6.0,39.0,6.0,13.0,75.0,1
48.0,9.0,45.0,3.0,15.0,20.0,1
279.0,83.0,88.0,32.0,14.0,34.0,1
132.0,0.0,16.0,0.0,0.0,4.0,1
919.0,0.0,505.0,99.0,30.0,45.0,2
62.0,0.0,22.0,3.0,1.0,26.0,1
1.0,45.0,3.0,4.0,6.0,42.0,1
2.0,6.0,4.0,3.0,1.0,9.0,1
408.0,61.0,109.0,48.0,122.0,41.0,3
51.0,1.0,7.0,2.0,1.0,25.0,1
62.0,1.0,16.0,3.0,2.0,6.0,1
952.0,12.0,180.0,47.0,12.0,12.0,2
618.0,15.0,106.0,20.0,7.0,45.0,2
11.0,7.0,12.0,2.0,2.0,27.0,1
318.0,3.0,17.0,4.0,7.0,56.0,1
56.0,0.0,14.0,0.0,0.0,2.0,1
110.0,5.0,59.0,7.0,1.0,7.0,1
23.0,0.0,11.0,2.0,1.0,3.0,1
27.0,5.0,8.0,8.0,3.0,12.0,1
18.0,3.0,19.0,3.0,3.0,6.0,1
18.0,0.0,9.0,0.0,1.0,11.0,1
303.0,0.0,280.0,60.0,147.0,15.0,2
97.0,1.0,19.0,2.0,0.0,11.0,1
997.0,15.0,414.0,99.0,30.0,76.0,2
5.0,4.0,13.0,8.0,0.0,4.0,1
95.0,11.0,35.0,0.0,4.0,7.0,1
1.0,6.0,2.0,3.0,6.0,3.0,1
46.0,1.0,12.0,3.0,0.0,9.0,1
411.0,106.0,147.0,54.0,115.0,66.0,3
244.0,51.0,270.0,101.0,0.0,45.0,2
152.0,9.0,121.0,12.0,12.0,45.0,1
1.0,1.0,3.0,1.0,1.0,1.0,1
10.0,17.0,18.0,8.0,26.0,40.0,1
12.0,0.0,5.0,0.0,0.0,4.0,1
5.0,0.0,4.0,0.0,0.0,1.0,1
790.0,19.0,133.0,12.0,0.0,19.0,2
882.0,29.0,514.0,38.0,29.0,44.0,2
615.0,28.0,259.0,12.0,48.0,30.0,2
1004.0,59.0,265.0,115.0,59.0,27.0,2
133.0,27.0,421.0,13.0,195.0,71.0,3
595.0,23.0,123.0,10.0,23.0,154.0,0
293.0,0.0,87.0,4.0,11.0,23.0,1
313.0,15.0,47.0,20.0,0.0,192.0,0
151.0,81.0,86.0,168.0,91.0,64.0,3
15.0,0.0,2.0,0.0,0.0,6.0,1
736.0,63.0,946.0,219.0,189.0,126.0,3
15.0,0.0,8.0,4.0,2.0,20.0,1
982.0,17.0,672.0,23.0,34.0,51.0,2
1142.0,51.0,415.0,90.0,69.0,37.0,2
28.0,0.0,11.0,0.0,0.0,9.0,1
46.0,0.0,12.0,0.0,2.0,23.0,1
897.0,161.0,430.0,186.0,161.0,27.0,3
489.0,6.0,152.0,8.0,6.0,132.0,0
25.0,4.0,9.0,6.0,8.0,32.0,1
145.0,1.0,33.0,2.0,1.0,1.0,1
630.0,26.0,611.0,44.0,18.0,54.0,2
760.0,38.0,104.0,50.0,9.0,38.0,2
420.0,15.0,186.0,151.0,38.0,15.0,2
125.0,17.0,52.0,3.0,19.0,30.0,1
464.0,5.0,64.0,7.0,0.0,70.0,1
6.0,6.0,29.0,12.0,15.0,8.0,1
1090.0,12.0,96.0,16.0,12.0,60.0,2
3.0,2.0,11.0,2.0,2.0,10.0,1
24.0,0.0,27.0,8.0,30.0,10.0,1
737.0,21.0,106.0,55.0,63.0,210.0,0
254.0,6.0,71.0,4.0,0.0,27.0,1
817.0,185.0,687.0,145.0,55.0,241.0,3
620.0,54.0,239.0,99.0,98.0,119.0,3
13.0,4.0,20.0,0.0,0.0,1.0,1
113.0,61.0,204.0,34.0,26.0,47.0,1
7.0,23.0,78.0,133.0,49.0,144.0,0
16.0,2.0,18.0,2.0,1.0,5.0,1
462.0,0.0,24.0,6.0,0.0,4.0,1
22.0,2.0,10.0,6.0,4.0,34.0,1
968.0,147.0,842.0,137.0,42.0,210.0,3
283.0,112.0,151.0,51.0,72.0,125.0,3
1.0,2.0,5.0,6.0,0.0,3.0,1
14.0,1.0,7.0,2.0,1.0,1.0,1
30.0,5.0,24.0,6.0,3.0,8.0,1
4.0,0.0,5.0,0.0,1.0,5.0,1
52.0,0.0,9.0,0.0,0.0,1.0,1
62.0,1.0,57.0,19.0,11.0,48.0,1
20.0,2.0,14.0,3.0,0.0,10.0,1
545.0,7.0,114.0,37.0,21.0,78.0,0
558.0,79.0,622.0,207.0,175.0,95.0,3
6.0,5.0,4.0,13.0,4.0,25.0,1
39.0,1.0,9.0,2.0,0.0,8.0,1
1111.0,24.0,790.0,160.0,45.0,172.0,3
4.0,6.0,8.0,6.0,3.0,10.0,1
183.0,5.0,65.0,3.0,5.0,49.0,1
546.0,72.0,376.0,94.0,145.0,72.0,3
606.0,7.0,155.0,10.0,0.0,54.0,2
266.0,6.0,51.0,8.0,6.0,64.0,1
1142.0,29.0,249.0,38.0,29.0,14.0,2
1074.0,0.0,69.0,0.0,0.0,46.0,2
771.0,51.0,154.0,54.0,10.0,154.0,0
371.0,32.0,189.0,0.0,58.0,6.0,1
556.0,14.0,717.0,210.0,0.0,43.0,2
202.0,5.0,74.0,11.0,5.0,14.0,1
209.0,162.0,209.0,41.0,162.0,37.0,3
35.0,40.0,111.0,36.0,40.0,12.0,1
37.0,0.0,17.0,0.0,0.0,3.0,1
171.0,45.0,73.0,59.0,10.0,90.0,0
12.0,2.0,20.0,3.0,2.0,5.0,1
44.0,4.0,21.0,6.0,0.0,27.0,1
20.0,2.0,9.0,4.0,6.0,20.0,1
779.0,86.0,537.0,34.0,69.0,138.0,3
170.0,6.0,97.0,24.0,12.0,88.0,1
491.0,48.0,231.0,112.0,105.0,134.0,3
173.0,8.0,107.0,7.0,2.0,176.0,0
7.0,10.0,13.0,16.0,0.0,4.0,1
1205.0,0.0,235.0,19.0,14.0,205.0,0
10.0,7.0,25.0,6.0,3.0,7.0,1
97.0,4.0,44.0,6.0,1.0,18.0,1
67.0,11.0,26.0,4.0,3.0,262.0,0
345.0,53.0,528.0,98.0,75.0,97.0,3
6.0,5.0,17.0,3.0,24.0,46.0,1
73.0,57.0,100.0,71.0,15.0,0.0,1
711.0,36.0,217.0,172.0,96.0,168.0,3
774.0,70.0,118.0,182.0,187.0,93.0,3
163.0,0.0,480.0,0.0,126.0,75.0,2
82.0,33.0,54.0,71.0,30.0,41.0,1
358.0,108.0,413.0,141.0,97.0,32.0,3
66.0,2.0,40.0,4.0,3.0,14.0,1
13.0,6.0,7.0,0.0,3.0,3.0,1
139.0,13.0,78.0,20.0,13.0,36.0,1
274.0,0.0,21.0,4.0,6.0,15.0,1
262.0,6.0,61.0,0.0,10.0,102.0,0
1099.0,0.0,45.0,0.0,0.0,34.0,2
32.0,0.0,8.0,23.0,4.0,18.0,1
2.0,4.0,2.0,0.0,11.0,5.0,1
6.0,10.0,21.0,19.0,14.0,42.0,1
6.0,7.0,4.0,3.0,4.0,6.0,1
135.0,46.0,92.0,65.0,61.0,11.0,1
641.0,7.0,84.0,0.0,30.0,38.0,2
714.0,76.0,395.0,116.0,0.0,12.0,2
794.0,73.0,573.0,0.0,29.0,14.0,2
420.0,0.0,452.0,182.0,64.0,140.0,3
1.0,2.0,7.0,4.0,3.0,11.0,1
86.0,12.0,75.0,33.0,15.0,6.0,1
823.0,25.0,459.0,124.0,29.0,95.0,2
231.0,161.0,215.0,171.0,30.0,53.0,3
8.0,15.0,27.0,0.0,20.0,33.0,1
182.0,17.0,259.0,77.0,70.0,29.0,2
557.0,129.0,984.0,193.0,37.0,18.0,3
79.0,1.0,31.0,4.0,4.0,12.0,1
368.0,24.0,68.0,38.0,0.0,88.0,0
6.0,4.0,14.0,8.0,8.0,22.0,1
160.0,15.0,196.0,15.0,11.0,50.0,1
488.0,21.0,238.0,56.0,108.0,28.0,2
691.0,7.0,69.0,0.0,7.0,23.0,1
543.0,10.0,205.0,160.0,143.0,82.0,3
254.0,7.0,108.0,20.0,0.0,26.0,1
5.0,4.0,10.0,2.0,2.0,7.0,1
112.0,19.0,21.0,16.0,14.0,5.0,1
134.0,11.0,59.0,15.0,2.0,30.0,1
143.0,6.0,52.0,11.0,8.0,17.0,1
51.0,4.0,24.0,4.0,7.0,1.0,1
27.0,0.0,5.0,0.0,0.0,3.0,1
459.0,0.0,24.0,6.0,0.0,4.0,1
689.0,8.0,167.0,11.0,8.0,88.0,0
283.0,10.0,38.0,0.0,13.0,27.0,1
347.0,0.0,35.0,4.0,3.0,7.0,1
5.0,13.0,14.0,0.0,5.0,31.0,1
280.0,0.0,18.0,0.0,0.0,24.0,1
95.0,14.0,64.0,2.0,9.0,38.0,1
84.0,10.0,34.0,11.0,10.0,28.0,1
18.0,3.0,17.0,3.0,0.0,4.0,1
992.0,24.0,694.0,51.0,19.0,119.0,2
9.0,1.0,7.0,0.0,3.0,2.0,1
19.0,1.0,17.0,2.0,0.0,2.0,1
709.0,93.0,374.0,104.0,80.0,80.0,3
158.0,0.0,76.0,13.0,7.0,71.0,1
10.0,14.0,29.0,4.0,2.0,36.0,1
25.0,1.0,13.0,0.0,0.0,3.0,1
8.0,4.0,12.0,15.0,4.0,29.0,1
14.0,0.0,6.0,0.0,0.0,0.0,1
622.0,7.0,115.0,30.0,0.0,15.0,1
25.0,3.0,16.0,8.0,5.0,2.0,1
635.0,15.0,100.0,20.0,7.0,131.0,0
642.0,14.0,49.0,0.0,7.0,57.0,1
97.0,1.0,41.0,6.0,2.0,41.0,1
513.0,7.0,133.0,46.0,14.0,14.0,1
88.0,3.0,21.0,4.0,1.0,29.0,1
172.0,12.0,112.0,8.0,0.0,15.0,1
329.0,35.0,222.0,130.0,35.0,43.0,2
296.0,13.0,104.0,11.0,13.0,17.0,1
100.0,2.0,16.0,2.0,1.0,31.0,1
422.0,7.0,238.0,69.0,46.0,15.0,2
1218.0,16.0,272.0,104.0,0.0,80.0,2
5.0,1.0,7.0,2.0,1.0,4.0,1
507.0,93.0,520.0,242.0,40.0,26.0,3
52.0,12.0,50.0,4.0,36.0,55.0,1
191.0,56.0,139.0,51.0,8.0,100.0,0
2.0,23.0,11.0,8.0,6.0,46.0,1
68.0,28.0,39.0,16.0,30.0,41.0,1
20.0,4.0,10.0,6.0,4.0,17.0,1
20.0,3.0,16.0,0.0,4.0,1.0,1
7.0,0.0,1.0,0.0,0.0,0.0,1
279.0,172.0,74.0,38.0,8.0,246.0,0
977.0,12.0,253.0,16.0,12.0,101.0,2
30.0,1.0,8.0,0.0,0.0,3.0,1
6.0,1.0,7.0,23.0,4.0,19.0,1
3.0,18.0,26.0,11.0,8.0,12.0,1
14.0,0.0,2.0,0.0,0.0,7.0,1
10.0,1.0,7.0,0.0,0.0,1.0,1
7.0,10.0,17.0,8.0,6.0,13.0,1
33.0,87.0,64.0,175.0,16.0,74.0,3
12.0,0.0,13.0,2.0,0.0,10.0,1
2.0,3.0,10.0,11.0,2.0,10.0,1
693.0,21.0,118.0,110.0,147.0,42.0,3
9.0,3.0,15.0,2.0,3.0,2.0,1
129.0,26.0,67.0,3.0,67.0,2.0,1
16.0,2.0,11.0,3.0,0.0,16.0,1
201.0,2.0,43.0,3.0,5.0,35.0,1
5.0,4.0,5.0,4.0,2.0,10.0,1
14.0,36.0,11.0,3.0,26.0,35.0,1
29.0,12.0,59.0,19.0,1.0,36.0,1
26.0,2.0,19.0,10.0,5.0,8.0,1
9.0,1.0,4.0,3.0,2.0,3.0,1
14.0,0.0,23.0,4.0,5.0,19.0,1
972.0,19.0,595.0,180.0,26.0,138.0,3
966.0,168.0,672.0,246.0,105.0,126.0,3
99.0,27.0,102.0,28.0,48.0,6.0,1
482.0,35.0,553.0,72.0,160.0,17.0,3
714.0,8.0,99.0,11.0,0.0,47.0,2
587.0,54.0,348.0,71.0,54.0,130.0,0
399.0,27.0,159.0,58.0,8.0,39.0,2
56.0,10.0,92.0,19.0,7.0,25.0,1
227.0,151.0,573.0,98.0,54.0,31.0,3
703.0,102.0,601.0,0.0,58.0,43.0,2
37.0,0.0,17.0,0.0,0.0,3.0,1
167.0,13.0,180.0,86.0,13.0,70.0,1
458.0,81.0,356.0,106.0,50.0,40.0,3
91.0,3.0,52.0,2.0,1.0,31.0,1
15.0,8.0,16.0,11.0,5.0,22.0,1
1302.0,68.0,731.0,89.0,114.0,45.0,3
153.0,64.0,123.0,116.0,64.0,14.0,3
508.0,5.0,21.0,7.0,5.0,10.0,1
290.0,59.0,177.0,77.0,5.0,29.0,2
38.0,0.0,2.0,0.0,0.0,6.0,1
2.0,13.0,6.0,7.0,5.0,11.0,1
30.0,0.0,10.0,2.0,0.0,5.0,1
386.0,23.0,95.0,54.0,41.0,196.0,0
443.0,10.0,75.0,0.0,10.0,48.0,1
901.0,31.0,345.0,75.0,31.0,191.0,0
9.0,0.0,3.0,0.0,0.0,1.0,1
846.0,84.0,352.0,91.0,56.0,42.0,2
8.0,3.0,9.0,19.0,4.0,22.0,1
72.0,7.0,58.0,13.0,1.0,24.0,1
29.0,0.0,5.0,0.0,1.0,5.0,1
169.0,24.0,553.0,188.0,0.0,144.0,0
460.0,35.0,422.0,33.0,12.0,153.0,0
69.0,8.0,26.0,12.0,7.0,12.0,1
556.0,14.0,717.0,210.0,0.0,43.0,2
73.0,0.0,13.0,0.0,1.0,0.0,1
112.0,1.0,54.0,7.0,7.0,36.0,1
944.0,0.0,60.0,0.0,0.0,30.0,2
265.0,199.0,303.0,234.0,9.0,170.0,3
526.0,28.0,135.0,10.0,21.0,99.0,0
2.0,3.0,12.0,3.0,5.0,7.0,1
2.0,4.0,9.0,10.0,5.0,16.0,1
378.0,97.0,259.0,197.0,194.0,34.0,3
553.0,25.0,142.0,65.0,67.0,8.0,2
751.0,127.0,687.0,20.0,15.0,31.0,2
406.0,0.0,30.0,0.0,0.0,8.0,1
1449.0,89.0,161.0,69.0,35.0,107.0,2
123.0,17.0,171.0,39.0,0.0,30.0,1
267.0,42.0,309.0,55.0,42.0,21.0,2
209.0,0.0,40.0,3.0,2.0,15.0,1
1259.0,172.0,815.0,97.0,148.0,33.0,3
344.0,35.0,178.0,15.0,23.0,17.0,1
22.0,3.0,30.0,0.0,5.0,15.0,1
247.0,161.0,295.0,210.0,85.0,47.0,3
38.0,0.0,12.0,3.0,1.0,1.0,1
896.0,10.0,101.0,13.0,10.0,34.0,2
931.0,56.0,253.0,91.0,98.0,14.0,2
758.0,12.0,385.0,33.0,89.0,89.0,2
216.0,9.0,57.0,20.0,9.0,125.0,0
2.0,3.0,10.0,11.0,2.0,10.0,1
244.0,15.0,108.0,4.0,15.0,50.0,1
539.0,6.0,91.0,8.0,6.0,97.0,0
1181.0,26.0,120.0,17.0,13.0,39.0,2
750.0,8.0,125.0,11.0,8.0,26.0,2
306.0,5.0,109.0,21.0,109.0,92.0,0
350.0,104.0,189.0,197.0,151.0,57.0,3
331.0,197.0,170.0,58.0,152.0,35.0,3
620.0,16.0,165.0,0.0,24.0,82.0,0
434.0,137.0,400.0,45.0,137.0,45.0,3
57.0,0.0,27.0,0.0,0.0,36.0,1
811.0,76.0,428.0,99.0,137.0,107.0,3
423.0,42.0,706.0,73.0,197.0,197.0,3
2.0,12.0,10.0,6.0,13.0,30.0,1
60.0,51.0,87.0,6.0,20.0,51.0,1
675.0,0.0,85.0,10.0,7.0,77.0,0
30.0,8.0,12.0,8.0,8.0,12.0,1
40.0,1.0,40.0,4.0,3.0,18.0,1
3.0,17.0,26.0,20.0,1.0,39.0,1
910.0,111.0,724.0,49.0,74.0,55.0,3
252.0,98.0,827.0,219.0,70.0,196.0,3
34.0,6.0,21.0,11.0,4.0,8.0,1
19.0,3.0,19.0,3.0,1.0,3.0,1
2.0,1.0,1.0,0.0,0.0,1.0,1
490.0,0.0,184.0,10.0,28.0,21.0,1
332.0,194.0,377.0,149.0,125.0,57.0,3
53.0,8.0,17.0,13.0,0.0,21.0,1
784.0,48.0,560.0,42.0,176.0,48.0,3
7.0,11.0,3.0,10.0,4.0,20.0,1
1171.0,43.0,219.0,19.0,14.0,47.0,2
215.0,7.0,33.0,3.0,0.0,13.0,1
674.0,62.0,134.0,0.0,26.0,8.0,2
57.0,0.0,27.0,0.0,0.0,36.0,1
5.0,36.0,7.0,0.0,10.0,45.0,1
104.0,20.0,101.0,24.0,15.0,5.0,1
9.0,0.0,7.0,2.0,0.0,4.0,1
431.0,82.0,441.0,80.0,20.0,102.0,2
1000.0,0.0,76.0,0.0,0.0,10.0,2
448.0,40.0,469.0,80.0,0.0,91.0,2
33.0,4.0,24.0,4.0,2.0,5.0,1
505.0,72.0,270.0,36.0,27.0,54.0,2
267.0,38.0,701.0,149.0,165.0,63.0,3
14.0,0.0,3.0,0.0,0.0,1.0,1
631.0,0.0,115.0,10.0,7.0,30.0,1
65.0,4.0,16.0,0.0,4.0,11.0,1
10.0,12.0,12.0,25.0,1.0,20.0,1
51.0,4.0,50.0,12.0,1.0,49.0,1
293.0,35.0,179.0,46.0,59.0,65.0,2
11.0,1.0,2.0,2.0,1.0,6.0,1
50.0,1.0,27.0,6.0,7.0,1.0,1
173.0,26.0,255.0,35.0,71.0,81.0,0
423.0,184.0,368.0,13.0,97.0,21.0,3
292.0,30.0,415.0,63.0,33.0,200.0,0
757.0,80.0,217.0,29.0,80.0,11.0,2
12.0,1.0,6.0,0.0,1.0,5.0,1
167.0,2.0,44.0,6.0,2.0,19.0,1
3.0,1.0,3.0,8.0,0.0,5.0,1
30.0,5.0,22.0,8.0,9.0,28.0,1
532.0,88.0,168.0,69.0,44.0,133.0,0
29.0,12.0,59.0,19.0,1.0,36.0,1
411.0,0.0,26.0,0.0,0.0,21.0,1
5.0,3.0,4.0,4.0,1.0,0.0,1
71.0,99.0,278.0,185.0,121.0,38.0,3
46.0,0.0,40.0,3.0,0.0,3.0,1
268.0,11.0,88.0,15.0,3.0,22.0,1
928.0,63.0,254.0,0.0,12.0,12.0,2
459.0,15.0,171.0,142.0,23.0,31.0,2
483.0,0.0,108.0,0.0,6.0,36.0,1
733.0,9.0,180.0,12.0,19.0,66.0,2
1006.0,22.0,115.0,59.0,68.0,45.0,2
34.0,1.0,14.0,0.0,0.0,5.0,1
1156.0,120.0,915.0,94.0,144.0,96.0,3
7.0,4.0,23.0,7.0,0.0,11.0,1
244.0,15.0,108.0,4.0,15.0,50.0,1
233.0,0.0,23.0,0.0,0.0,12.0,1
35.0,3.0,67.0,10.0,8.0,24.0,1
1252.0,0.0,465.0,46.0,35.0,0.0,2
34.0,4.0,66.0,3.0,10.0,20.0,1
255.0,43.0,134.0,37.0,14.0,24.0,1
8.0,1.0,5.0,0.0,0.0,1.0,1
368.0,32.0,639.0,13.0,43.0,10.0,2
255.0,47.0,573.0,52.0,32.0,15.0,2
33.0,8.0,10.0,2.0,10.0,3.0,1
163.0,23.0,424.0,27.0,65.0,76.0,2
15.0,0.0,8.0,4.0,2.0,20.0,1
45.0,12.0,52.0,25.0,22.0,13.0,1
48.0,58.0,68.0,16.0,66.0,43.0,1
158.0,6.0,45.0,8.0,2.0,2.0,1
754.0,160.0,625.0,63.0,32.0,48.0,3
108.0,1.0,28.0,13.0,1.0,4.0,1
199.0,66.0,315.0,97.0,174.0,41.0,3
2.0,7.0,5.0,2.0,15.0,27.0,1
202.0,5.0,74.0,11.0,5.0,14.0,1
85.0,0.0,3.0,0.0,0.0,7.0,1
322.0,3.0,50.0,4.0,3.0,42.0,1
18.0,2.0,19.0,0.0,2.0,6.0,1
141.0,8.0,129.0,3.0,11.0,47.0,1
739.0,107.0,309.0,140.0,80.0,35.0,3
18.0,0.0,6.0,3.0,3.0,5.0,1
378.0,0.0,88.0,19.0,4.0,73.0,1
1083.0,108.0,649.0,253.0,151.0,108.0,3
1016.0,12.0,215.0,16.0,12.0,63.0,2
23.0,1.0,6.0,0.0,0.0,2.0,1
12.0,1.0,21.0,2.0,2.0,3.0,1
35.0,0.0,4.0,0.0,0.0,0.0,1
548.0,31.0,422.0,0.0,112.0,28.0,2
342.0,32.0,230.0,34.0,32.0,40.0,2
365.0,3.0,15.0,4.0,3.0,11.0,1
397.0,19.0,69.0,12.0,0.0,9.0,1
456.0,19.0,832.0,75.0,118.0,38.0,3
5.0,6.0,15.0,11.0,7.0,13.0,1
836.0,185.0,575.0,24.0,25.0,77.0,3
100.0,2.0,128.0,23.0,7.0,10.0,1
10.0,0.0,10.0,3.0,1.0,7.0,1
238.0,115.0,215.0,169.0,69.0,76.0,3
6.0,0.0,5.0,2.0,1.0,2.0,1
158.0,11.0,99.0,15.0,11.0,17.0,1
86.0,12.0,75.0,33.0,15.0,6.0,1
856.0,0.0,76.0,12.0,9.0,199.0,0
98.0,1.0,17.0,0.0,1.0,5.0,1
4.0,16.0,20.0,0.0,17.0,20.0,1
398.0,96.0,447.0,220.0,96.0,32.0,3
313.0,8.0,104.0,6.0,4.0,126.0,0
109.0,18.0,16.0,24.0,26.0,18.0,1
216.0,2.0,6.0,0.0,0.0,9.0,1
595.0,71.0,153.0,120.0,112.0,41.0,3
123.0,133.0,142.0,71.0,44.0,88.0,3
16.0,0.0,23.0,3.0,2.0,10.0,1
11.0,12.0,35.0,3.0,5.0,12.0,1
410.0,112.0,420.0,0.0,82.0,71.0,3
159.0,2.0,51.0,6.0,2.0,24.0,1
105.0,0.0,10.0,0.0,1.0,0.0,1
5.0,1.0,8.0,0.0,0.0,1.0,1
269.0,15.0,69.0,15.0,19.0,38.0,1
629.0,0.0,70.0,0.0,0.0,35.0,1
443.0,5.0,71.0,21.0,16.0,82.0,0
